State,District,Contact Person,Phone No.,Email,Address
Karnataka,Udupi,Mrs Nagaratna Nayak,820-2574964,dcpuudupi[at]gmail[dot]com,D.No.203 B Block DC Office Complex Rajatadri Manipal Udupi-576104
Karnataka,Uttar Kannad,Smt Sonal S Aigal,8382-220182,dcpokarwar318[at]gmail[dot]com,"District Child Protection Officer, District Child Protection Unit Smt. Uma Netalkar Building Near CMC Garden Old K H B Colony Habbuwada Road Karwar-581301"
Karnataka,Vijayapura,Smt Deepaxi Janaki,8352-276354,dcpobijapur[at]gmail[dot]com,District Child Protection Officer District Child Protection Unit Co Raju Galagali HOuse No B4-3 Vivek Nagar west Vijayapur 586104
Karnataka,Yadgir,Premamurthy K,8473-253347,dcpoyadgir[at]gmail[dot]com,District Child Protection Officer District Child Protection Unit District Administration Bhavana Mini vidhan souda C.17 First Floor Chittapur Road Yadgiri
Kerala,Alappuzha,Mrs Mini Mol TV,477-2241644,dcpualpy[at]gmail[dot]com,District Child Protection unit Convent Square Latin Church ComplexAlappuzha
Kerala,Ernakulam,SINI K S,484-2609177,dcpuernakulam[at]gmail[dot]com,District Child Protection Unit Ground Floor Civil Station Near District Treasury Kakkanad 683020
Kerala,Idukki,NISHA V I,4862-235532,dcpoidukki[at]gmail[dot]com,"DISTRICT CHILD PROTECTION UNIT IDUKKI, PAINAVU PO, PAINAVU 685603"
Kerala,Kannur,Preetha P M,490-29671199,dcpuknr[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT 2nd FLOOR MUNICIPAL TOWN HALL COMPLEX CHIRAKKARA PO THALASSERY
Kerala,Kasaragod,SHINY ISSAC,4944-256990,dcpuksd[at]gmail[dot]com,District Child Protection Unit civil station .D-Block 2nd floor. vidhyanagar PO kasargod 671123.
Kerala,Kollam,Jemla Rani,474-2791597,dcpukollam[at]gmail[dot]com,3rd Floor Civil Station Kachery po Kollam
Kerala,Kottayam,Beena C J,481-2580548,dcpukottayam[at]gmail[dot]com,District Child Protection Unit KVM Buildings Annankunnu Road Kottayam-686001
Kerala,Kozhikode,SHYNI K,495-2378920,dcpukkd[at]gmail[dot]com,civil station kozhikode
Kerala,Malappuram,SHAJITHA ATTASSERY,48-32978888,dcpumpm[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT OFFICE THIRD FLOOR MINI CIVIL STATION MANJERI POST MALAPPURAM DISTRICT KERALA
Kerala,Palakkad,SUBHA. S,491-2531098,dcpupkd[at]gmail[dot]com,District Child Protection Unit municipal complex Robinson road Palakkad 678001
Kerala,Pathanamthitta,Lathakumari T R,468-2319998,dcpupta[at]gmail[dot]com,"District Child Protection Unit, 3rd Floor Mini Civil Station, Aranmula P.O, Pathanamthitta Pin Code 689533"
Kerala,Thiruvananthapuram,CHITHRALEKHA.S,471-2345121,tvmdcpu2015[at]gmail[dot]com,District Child Protection Unit Poojapura Thiruvananthapuram-695012
Kerala,Thrissur,SARANYA C G,487-2364445,dcputsr[at]gmail[dot]com,Civil station 2nd floor Ayyanthole p o Thrissur 680003
Kerala,Wayanad,KARTHIKA ANNA THOMAS,4936-246098,dcpowyd[at]gmail[dot]com,"District child protection unit javahar bala vikas bhavan, meenangadi 673591"
LADAKH,KARGIL,Niyaz Hussain,198-260026,dcpu[dot]icpskgl17[at]gmail[dot]com,"Council Secretariat, Kurbathang , Kargil"
LADAKH,LEH LADAKH,Tashi Dolma,198-260026,icps2017leh[at]gmail[dot]com,ICPS Leh Ladakh
Madhya Pradesh,AGAR MALWA,Bharti Avasya,7361-9669093966,vinodvr2828[at]gmail[dot]com,Sony colony's soyat kalan
Madhya Pradesh,Alirajpur,7872798625,7394-233131,wcdalirajpur2017[at]gmail[dot]com,office of the collector women and child development district alirajpur mp
Madhya Pradesh,Anuppur,vinod parastey,7659-222951,weanuppur[at]gmail[dot]com,room no 84-85 first floor joint collectrate anuppur
Madhya Pradesh,AshokNagar,shivkumar Narvariya,7543-221165,cwcashoknagar2018[at]gmail[dot]com,"New Colloctrate building, Room No. 214, Ashok Nagar"
Madhya Pradesh,Balaghat,Prashant Deep Singh Thakur,7632-248824,webalaghat[at]gmail[dot]com,"room no 212, first floor, new collectorte building, Balaghat (M.P.)"
Madhya Pradesh,Barwani,Shree Ratan Singh Gundiya,72922-224445,wcdbar[at]nic[dot]in,New Collectorate Building Silawad Road Barwani Dist.- Barwani M.P.
Madhya Pradesh,Betul,Gautam Adhikari,0-7141230305,wcdbet[at]mp[dot]gov[dot]in,OFFICE OF THE DISTRICT PROGRAM OFFICER OLD COLLECTORATE BETUL. MP 460001
Madhya Pradesh,Bhind,Sanjay Kumar Jain DPO Bhind,75-34000000,wcdbhi[at]nic[dot]in,District Program officer collectorate bhind M.P.
Madhya Pradesh,Bhopal,Mr. SUNIL SOLANKI,755-2530110,wcdbho[at]gmail[dot]com,B Block Old secretariat first floor bhopal
Madhya Pradesh,Burhanpur,Mrs SUSHMA BHADORIYA,7325-252500,weburhanpur[at]gmail[dot]com,Colletor Office room no 88 Burhanpur m.p. 450331
Madhya Pradesh,Chhatarpur,Mr. Rajeev Kumar Singh,7682-,wcdcha[at]nic[dot]in,MPEB KE SAMNE GURUNANAK PARK KE BAGAL ME PANNA ROAD CHHATARPUR MP 471001
Madhya Pradesh,Chhindwara,Smt Anjana Pawar,7162-243421,1anjana[dot]pawar87[at]gmail[dot]com,Collectorate Office
Madhya Pradesh,Damoh,sanjeev mishra,7812-222473,wedam[at]mp[dot]gov[dot]in,DISTRICT PROGRAM OFFICER OLD COLLECTORATE NEAR DISTRICT COURT DAMOH DIST-DAMOH M.P.
Madhya Pradesh,Datia,Arvind Upadhyay,75222-238720,wedatia[at]gmail[dot]com,sai bhavan Ramnagar colony Behind DIET office civil line Datia M.P.
Madhya Pradesh,Dewas,Mrs. Relam Baghel,7272-250121,wedewas[at]gmail[dot]com,4th Floor Chamunda Complex AB Road Dewas 455001
Madhya Pradesh,Dhar,subhas jain,7292-7292357492,weodhar[at]gmail[dot]com,collectoret primaises dhar mp
Madhya Pradesh,Dindori,Syam Lal singore,7644-234966,wcddindori[at]gmail[dot]com,Ward no.2 soobkhar Dindori
Madhya Pradesh,East Nimar,MR. VPS RATHORE,733-2222140,wekhandwa[at]gmail[dot]com,janpad panchayat parisar civil lines Khandwa
Madhya Pradesh,Guna,Deenesh Kumar Chndel,7542-250168,wcdgun[at]mp[dot]nic[dot]in,office of the DPO new collect orate room no 225 first floor Guna m p
Madhya Pradesh,Gwalior,Dhirendra Singh Jadon,751-2446216,dcpogwalior[at]gmail[dot]com,216 Second Floor New Collectorate City Centre Gwalior 474011
Madhya Pradesh,Harda,sanjay tripathi,7577-223070,aariola[dot]pus7946[at]gmail[dot]com,Aariola prakash punj samiti Near govt hospital harda
Madhya Pradesh,Hoshangabad,Lalit Kumar Dehria,7574-253009,wcdhos[at]nic[dot]in,"Collectorate Campus, Tawa Bhawan near District Treasury room Number F2 Hoshangabad Distt. Hoshangabad"
Madhya Pradesh,Indore,Mr Ramniwas Budholiya,731-2792100,weindore2[at]gmail[dot]com,Room No. 206 Collector Office Indore M.P.
Madhya Pradesh,Jabalpur,Shri M. L. Mehra,761-2623838,wejabalpur[at]gmail[dot]com,Near Red Cross Bhawan Collectrate Campus Jabalpur
Madhya Pradesh,Jhabua,Radhu Singh Baghel,7392-243452,wejhabua[at]gmail[dot]com,bal samprekshan grah parisar jhabua mp
Madhya Pradesh,Jhabua,Radhu Singh Baghel,7392-243452,wejhabua[at]gmail[dot]com,bal samprekshan grah parisar jhabua mp
Madhya Pradesh,Katni,VANSHREE KURVETI,7622-221232,wekat[at]mp[dot]gov[dot]in,"District Child Protection Unit, Women and Child Development Department, Rai Colony Jabalpur Road Katni 483501"
Madhya Pradesh,Khandwa,MR. VPS RATHORE,733-2222140,wekhandwa[at]gmail[dot]com,janpad panchayat parisar civil lines Khandwa
Madhya Pradesh,Khargone,MONIKA BAGHEL,7282-232249,wekharg[at]mp[dot]gov[dot]in,Office District Program Officer Women and Child Development Khargone BTI Road Baudi Bus Stand Khargone
Madhya Pradesh,Mandla,dpo shalini tiwari,7642-253056,wemandla[at]gmail[dot]com,second flour red cross bhavan mandla madhya pradesh
Madhya Pradesh,Mandsaur,P.C.Chouhan,7422-242543,wemandsaur[at]gmail[dot]com,Shushasan Bhawan New Collectorate Yash Nagar Nakshatra Garden Road Mandsaur Madhya Pradesh
Madhya Pradesh,Morena,UPASANA RAI,0-000000,weomorena[at]gmail[dot]com,"New Collectorate, Gwalior road, Morena 476001"
Madhya Pradesh,NARSINGHPUR,Mr Radhe Shyam Verma,7792-234052,wenar[at]mp[dot]gov[dot]in,"in front of Saraswati shishu mandir, Near Mahtma Gandhi chouk, Opp Lalmahal, Narsinghpur District Narsinghpur M.P."
Madhya Pradesh,Neemuch,shree tarachand mehra,7423-221145,wcdnee[at]mp[dot]nic[dot]in,collectoret parisar room no. 56 office District Program officer women and child Development neemuch pin code 458441
Madhya Pradesh,Panna,udal singh thakur,7732-250579,wepanna[at]gmail[dot]com,brijpur road ajaigarh chauraha Panna
Madhya Pradesh,Raisen,Mr. Deepak Sankat,7482-222132,wcdrai[at]nic[dot]in,Office of District Program Officer and District Child Protection Officer Near Dashara Maidan Behind Samudayik Bhawan Raisen M.P. 464551
Madhya Pradesh,Rajgarh,Sunita yadav,7372-255083,werajgarh[at]gmail[dot]com,"Room no 19,wcd office, collectorate , Rajgarh distt-Rajgarh m.p."
Madhya Pradesh,Ratlam,rajnish sinha,0-,weratlam[at]gmail[dot]com,221 new colltorate ratlam
Madhya Pradesh,Rewa,PRATIBHA PANDEY,7662-255243,dpowcdrewa[at]gmail[dot]com,new collectorate building 1st floor room no 4 near old bus stand Rewa Madhya Pradesh
Madhya Pradesh,Sagar,Ms Brajesh Tripathi,7582-222215,weosagar[at]gmail[dot]com,"Room No. 226, Collectorate Campus sagar"
Madhya Pradesh,Satna,Mr. Saurabh Singh,7672-494353,wesatna[at]gmail[dot]com,District child protection officer Master plan civil lines office district satna m.p.
Madhya Pradesh,Sehore,Shri Prafulla khatri DCPO,0-,wcdseh[at]gmail[dot]com,Room No.146 New Collectorate District Sehore MP
Madhya Pradesh,Seoni,Abhijeet Pachori,7692-225004,weseoni[at]gmail[dot]com,Office of district women empowerment and child protection officer behind private bus stand seoni madhya pradesh
Madhya Pradesh,Shahdol,Mr. Manoj Larokar,0-,wcdshd[at]nic[dot]in,Women and child devlopment office shahdol
Madhya Pradesh,Shajapur,MRS SUSHMA BHADORIYA,7364-226639,weshajapur[at]gmail[dot]com,COLLECTORATE COMPOUND LALGHATI SHAJAPUR
Madhya Pradesh,Sheopur,O. P. Panday,7530-220994,wesheo[at]mp[dot]gov[dot]in,old collectrate sheopur
Madhya Pradesh,Shivpuri,Dpo sundriyal,7492-222014,icpsshivpuri[at]gmail[dot]com,office district child protection officer new block shivpuri district shivpuri
Madhya Pradesh,Sidhi,R. C. TRIPATHI,7822-250295,wcdsid[at]nic[dot]in,"behaind jila panchayat, abhay traders building 2nd floor arjun nagar sidhi m.p."
Madhya Pradesh,Sidhi,R. C. TRIPATHI,7822-250295,wcdsid[at]nic[dot]in,"behaind jila panchayat, abhay traders building 2nd floor arjun nagar sidhi m.p."
Madhya Pradesh,Singrauli,Rajesh Ram Gupta,7805-355404,wcdsin[at]mp[dot]gov[dot]in,"Room No 30 ,First floor Collectorate Waidhan Distt. Singrauli"
Madhya Pradesh,Tikamgarh,Smt Rizuta Chouhan,7683-242257,wcdtik[at]gmail[dot]com,Composite Collectorate Building Tikamgarh MP
Madhya Pradesh,Ujjain,Shri S A siddiqui,734-3540100,weujj[at]mp[dot]gov[dot]in,11-20 Basant Vihar Indore road Ujjain
Madhya Pradesh,Vidisha,bharat singh rajpoot,7592-299058,wcdvid[at]mp[dot]nic[dot]in,dept of women and child development new collectorate area vivekanand squre vidisha
Maharashtra,Ahmadnagar,VAIBHAV R DESHMUKH,91-9921112911,ahmednagardcpu[at]gmail[dot]com,WANDE MATARAM COLONY NAGAR KALYAN ROAD TAL DIST AHMEDNAGAR
Maharashtra,Akola,RAJU MADHUKAR LADULKAR,724-2428549,dcpu[dot]akola[at]gmail[dot]com,District child protection Unit Akola District Women and Child Development Office Collerctor Office Admn bldg 1st floor Akola
Maharashtra,Amravati,Mr. Ajay Dable,721-2575911,dcpu[dot]amravati[at]gmail[dot]com,District Women and Child Development Office Deshpande Wadi Dattatraya Sadan Shilangan Road Hanuman Vyayam Nagar Amaravati
Maharashtra,Amravati,Mr. Ajay Dable,721-2575911,dcpu[dot]amravati[at]gmail[dot]com,District Women and Child Development Office Deshpande Wadi Dattatraya Sadan Shilangan Road Hanuman Vyayam Nagar Amaravati
Maharashtra,Aurangabad,Mr.Mahadev Ashruba Dongare,240-2325068,aurangabad[dot]dcpu1[at]gmail[dot]com,District Women and Child Development Office Dcpu S.D.Jadhav Building Plot No.9 Devnagari Soc. Khodakpura Aurangabad
Maharashtra,Beed,Mangesh Jadhav,244-230493,dwcdbeed[at]gmail[dot]com,District Women and Child Development Office Varad Pride Complex 1 st floor Dhanora Road Beed 431122
Maharashtra,Bhandara,MR NITINKUMAR RAMESH SATHAWANE,7184-253400,dcpu[dot]bhandara21[at]gmail[dot]com,"District Women and Child Development Office ,1st Floor Opposite Matoshree hospital Majur Sangh Building Nagpur Naka Dist- Bhandara"
Maharashtra,Buldhana,Divesh Marathe,7262-244686,dcpubuldana[at]gmail[dot]com,"District Child Protection Unit, District Women and Child Development Officer Office, Suvern Nagar Behind Bus Stand Buldana 443102"
Maharashtra,Chandrapur,Ajay R. Sakharkar,7172-255667,dcpuchand[at]gmail[dot]com,District Women and Child Development Office Old Collector Bangalo Civil Line Gajanan Ward Chandrapur
Maharashtra,Dhule,Shri S V Chavhan,2562-224729,dwcddhule[at]gmail[dot]com,District Women and Child Development Office Dhule Jai Hind Colony Plot No 52 Devpur Dhule
Maharashtra,Gadchiroli,Avinash Gurnule,7132-222645,dwcdgadchiroli[at]gmail[dot]com,"District Child Protection Unit,District Women and Child Development Office Barak No.1 Room No.26 Collector Sankul Complex Gadchiroli"
Maharashtra,Gondiya,Gajanan M. Gobade,7182-299128,dcpu[dot]gondia[at]gmail[dot]com,District Women and Child Development Office New administrative building 3rd floor room no.36 jaistambha square Gondia. Dist- Gondia. (M.S)
Maharashtra,Hingoli,Saraswati Kisan Korade,2456-221436,dwandcdoh[at]gmail[dot]com,District Women and Child Development Office 2nd Floor Holl No.S-7 Central Admn Building Hingoli
Maharashtra,Jalgaon,Mr. Pandurang Dilip Patil,257-2228825,dcpujalgaon[at]gmail[dot]com,District Women and Child Development Office Central Admn bldg 2nd floor near akashwani kendra Jalgoan
Maharashtra,Jalna,Shri N D Waman,2482-224711,dwcd2010[at]rediffmail[dot]com,District Women and Child Development Office District office Administrative Building Jalana
Maharashtra,Kolhapur,Mr. Sagar Namdev Date,231-2661788,kolhapurdcpu[at]gmail[dot]com,District Women and Child Development Officer Kolhapur Central Admn. bldg. Near Dist.Police Office Kolhapur
Maharashtra,Latur,Shri Dhammanand Kamble,2382-248728,dwcdlatur[at]yahoo[dot]co[dot]in,District Women and Child Development Office 1st Floor Central Admn Building Latur
Maharashtra,Mumbai,Shrimati. Shobha Shelar,22-24922484,dwcdmcity[at]yahoo[dot]com,District Women and Child Development Office Mumbai City 117 worli B D D Chawl Ganpat Jadhav Marg Worli Mumbai 400018
Maharashtra,Mumbai Suburban,Meera Gudile,22-25232308,wcd_mumupanagar[at]rediffmail[dot]com,District Women and Child Development Officer Mumbai suburban new admn bldg ramkrushan chemburkar marg chembur east mumbai Suburban 4000071
Maharashtra,Nagpur,Mushtak Pathan,712-2569991,dcpu[dot]nagpur[at]gmail[dot]com,District Women and Child Development Office No.2 administrative Building 6th floor Civil Line Nagpur 440001
Maharashtra,Nanded,Vidya Sambhaji Alane,2462-261242,dcpunanded45[at]gmail[dot]com,District Women and Child Development Office Plot.No.9 24 Ganesh Krupa Building Shastrinagar Nanded-431605.
Maharashtra,Nandurbar,Shri Umesh Pratapsing Padvi,2564-210047,wcdnandurbar[at]gmail[dot]com,District Women and Child Development Office New Administrative Building Second Floor No-226 Nandurbar
Maharashtra,Nashik,Mrs.Sameera Sachin Yeole,253-2236368,dcpu[dot]nashik[at]gmail[dot]com,District Child Protection Unit District Women and child Development Office Nashik Govt. Senior Girls Home Campus Near Nasardi Bridge Nashik
Maharashtra,Osmanabad,Vibhavari Khune,2472-222592,dcpu[dot]osmanabad[at]gmail[dot]com,District Women and Child Development Office Central building Ground Floor Right side Hall No.10 Osmanabad 431501
Maharashtra,Palghar,Mr. Vinod Rathod,2525-257622,palgharicps[at]gmail[dot]com,District woman and child development officer Palghar near Aryan ground Vishnu nagar road lokmanya pada matoshree banllow 2 floor 401404
Maharashtra,Parbhani,Amrapali Pachpunje,2452-221626,dcpu[dot]parbhani[at]gmail[dot]com,District Women and Child Development Office kalyan Nagar Behind Hanuman Temple Shivram Nagar Parbhani
Maharashtra,Pune,District Child Protection Officer Pune,20-25536871,jimbapune[at]gmail[dot]com,District Women and Child Development Office Gulmarg Co opp Housing Society Somvar Peth Pune
Maharashtra,Raigarh,Mrs. Sujata Dnyandeo Sapkal,2141-225329,dcpuraigad1[at]gmail[dot]com,"District Women and Child Development Officer Raigad, Deep Mahal building, Swami Samarth Nagar, Chendhare Alibaug, Dist. Raigad."
Maharashtra,Ratnagiri,Mr Samruddhi Ajay Veer,2352-220461,icpsratnagiri[at]gmail[dot]com,District Women and Child Development Officer Near Jilha udyog kendra Jail Road Ratnagiri 415612
Maharashtra,Sangli,Mr. Babasaheb Nagargoje,233-2600043,dcpu[dot]sangli[at]gmail[dot]com,"District Child Protection Unit, Sangli, Late. Daduakaka Bhide Observation Home, First flower, Pushparaj Chouk, sangli-Miraj Road, Sangli. 416416"
Maharashtra,Satara,Mrs Sujata Deshmukh,2162-237353,dwcdosatara[at]gmail[dot]com,District Women and Child Development Officer Satara New Admn Building Opp. S.T.Stand Satara 415001
Maharashtra,Sindhudurg,Mr.V.D.Kamali,236-228869,dcpuunitsindhudurg[at]gmail[dot]com,District Women and Child Development Officer Sindhudurg Administive Building oras tal kudal dist sindhudurg-416812
Maharashtra,Solapur,R B Katkar,217-2310671,sol_dwcdo[at]yahoo[dot]co[dot]in,District Women and Child Development Officer Solapur 1608 shobha nagar saat rasta solapur
Maharashtra,Thane,Mr. Ramkrishna Reddy,22-25330752,dwcdothane[at]yahoo[dot]co[dot]in,District Women and Child Development Officer Thane Collectorate Office Premise Planning Building 2nd floor Thane 400602
Maharashtra,Wardha,Madhuri Gangadharrao Bhoyar DCPO,7152-242284,dwcdowardha[at]gmail[dot]com,District Child Protection Officer Dr. Anuja Ikhar Building Near Hero Showroom Mohan Nagar Wardha dist Wardha
Maharashtra,Washim,Bhagwan Dhole,7252-234280,dwcdo[dot]washim[at]gmail[dot]com,ROOM NO 204 DISTRICT WOMEN AND CHILD DEVELOPMENT OFFICE KATA ROAD WASHIM TQ DIST WASHIM
Maharashtra,Yavatmal,Mr. Devendra Manohar Rajurkar,0-,dcpu[dot]yavatmal[at]gmail[dot]com,"District Child Protection Unit, 2nd floor, administration building, Collector office, Yavatmal Pin code- 445001"
Manipur,Bishnupur,N. Nandashyam Singh,0-0,nandashyamsingh[at]yahoo[dot]co[dot]in,Distric Child Protection Unit Bishnupur
Manipur,Chandel,Mrs Sobita Devi,385-2444839,dcpochandel[at]yahoo[dot]com,Mini secretariat chandel
Manipur,Churachandpur,ROBINDRO SALAM,0-000000,robindro2010[at]gmail[dot]com,"DISTRICT CHILD PROTECTION UNIT ,CHENKONGPANG ,CHURACHANDPUR DSWO OFFICE COMPLEX CHURACHANDPUR ,MANIPUR"
Manipur,Imphal East,Anita Konjengbam,0-000000000,dcpoimphaleast[at]gmail[dot]com,Bal Bhavan Khuman Lampak Imphal East District manipur
Manipur,Imphal West,PABITRA THINGBAIJAM,38-22222222,dcpuiw[at]yahoo[dot]com,"Office of the District Child Protection Unit, Imphal West, near Govt. Observation Home for Boys, Social Welfare Complex, Takyelpat, Imphal West"
MANIPUR,JIRIBAM,Devavrata Sharma,385-0000000000,devavratasharma[at]yahoo[dot]com,Bal bhavan complex Imphal East
Manipur,Senapati,CHINGPAI RANGNAMEI,0-0,grangnamei[at]gmail[dot]com,MINI SECRETERIAT WEST BLOCK SENAPATI DISTRICT
Manipur,Tamenglong,BABUNA DANGMEI,0-,dcpstml[at]gmail[dot]com,"Ground Floor, DLOs Block, Mini Secretariat, Farmland Tamenglong H.Q"
Manipur,Thoubal,KONJENGBAM ANITA,0-0,dcpothoubal[at]gmail[dot]com,MINI SECRETARIAT DC COMPLEX THOUBAL DISTRICT
Manipur,Ukhrul,RINGYASO SHIMRAY,0-9612787050,dcpuukhrul[at]yahoo[dot]com,DCPU MINI SECRETARIAT WEST BLOCK UKHRUL
Meghalaya,East Garo Hills,Smt. Junichi K Marak,365-8220000,dcpuwnagar[at]gmail[dot]com,District Child Protection Unit East Garo Hills Willliamnagar
Meghalaya,East Jaintia Hills,Smt R D Kynjing,3655-9774365059,dcpu[dot]khliehriat[at]gmail[dot]com,District Child Protection Unit khleihriat Near Byndi hati taxi stand station 793200
Meghalaya,East Khasi Hills,Smt. Matti Lyngksiar Warjri DCPO Shillong,364-7962188,dcpushillong12[at]gmail[dot]com,"District Child Protection Unit, Lower Lachumiere, Hopkinson Road, East Khasi Hills, Shillong-793001."
MEGHALAYA,EASTERN WEST KHASI HILLS,Smt. Steffi Kharkongor,364-0000000000,dcpuewkh[at]gmail[dot]com,"Office of the District Child Protection Unit, Mairang Pyndemumiong, Dong Gate, Mairang, Meghalaya-793102"
Meghalaya,North Garo Hills,Salnam G.Momin,3659-8731910344,dcpuresubelpara[at]gmail[dot]com,"District Child Protection Unit, Nagarkona, Resubelpara -794108"
Meghalaya,Ri Bhoi,Shri Teibormi Kyndiah,0-0000000000,dcpunongpoh[at]gmail[dot]com,District Child Protection Unit Ri-Bhoi District Nongpoh Sajer Nongpoh Meghalay-793102
Meghalaya,South Garo Hills,Kunal J Sangma,365-9402577916,dcpubaghmara[at]gmail[dot]com,District Child Protection Unit Rangdokram Baghmara South-Garo Hills-794102
Meghalaya,South West Garo Hills,Tanweera M.Sangma,91-6009917846,dcpu[dot]ampati[at]gmail[dot]com,"District Child Protection Unit, Jikse Building, Behind Ampati Police Station, South West Garo Hills Ampati"
Meghalaya,South-West Khasi Hills,Shri Paul M Wahlang,0-,swkhdcpu2016[at]gmail[dot]com,District Child Protection Unit opposite Rani Motors Showroom Mawkyrwat 793114
Meghalaya,West Garo Hills,Smt. Dency Ch Marak DCPO,19-8974395741,dcputura[at]yahoo[dot]com,"District Child Protection Unit, Upper Wadanang, Near Wadanang Baptist Church, West Garo Hills District, Tura 794002"
Meghalaya,West Jaintia Hills,Shri Sanlangwatki Passah DCPO,365-2220908,dcpu[dot]jowai12[at]yahoo[dot]com,"District Child Protection Unit, Mynthong Opp. District Library Auditorium West Jaintia Hills District, Jowai"
Meghalaya,West Khasi Hills,Shri. Wansahkhiat DCPO,365-280969,dcpungn[at]gmail[dot]com,"District Child Protection Unit, New Nongstoin, Opp. Sub Divisional Office PWD Road, West Khasi Hills District, Nongstoin Sub Division I- 793119"
Mizoram,Aizawl,Dr R Lalrinhlua,91-9862997597,dcpsaizawl[at]gmail[dot]com,Dunglena Building Laipuitlang 796012 Aizawl Mizoram
Mizoram,Champhai,R Lalrinchhani,91-9862966830,marn[dot]ralte[at]gmail[dot]com,House No. E-159 Lalnunmawia Building Vengthlang North Champhai District
Mizoram,Hnahthial,R. Lalramdinmawii,91-9862612536,dcpuhnahthial[at]gmail[dot]com,"T.Lallianzami Building, Peniel Veng, Hnahthial, Hnahthial District-796571"
Mizoram,Khawzawl,Lalsiammawii,91-9774990763,dcpukhawzawl[at]gmail[dot]com,"Chhangte Run, Vengthar N, Khawzawl"
Mizoram,Kolasib,Dr David Zaitinvawra,91-9862502415,dcpskolasib[at]gmail[dot]com,Dr. Saia Building. Parkkawn. Venglai. Kolasib. Mizoram. 796081
Mizoram,Lawngtlai,Mary Lalremruati,91-8414094150,mayreefanai23[at]gmail[dot]com,F. Biaksiami Building Near Moria LIKBK Local Church Chandmary Lawngtlai- IV Lawngtlai District Mizoram
Mizoram,Lunglei,Lalrinkimi Hmar,91-9856157380,dcps[dot]lunglei[at]gmail[dot]com,L.P. Thanhlira Building Venglai Lunglei Lunglei District-796701 Mizoram
Mizoram,Mamit,C LALREMRUATI,91-9862336225,dcpsmamit[at]gmail[dot]com,C. LALHLUNA BUILDING CHARKAWN MAMIT PIN 796441
Mizoram,Saiha,Laltlanmawii,91-8974457406,laltlanmawii1980[at]gmail[dot]com,"C Rohlua Building, Siaha Vaihpi-I Siaha District PIN No 796901"
Mizoram,Saitual,James Lalthangmawia,91-9862873909,dcpusaitual[at]gmail[dot]com,"Venglai Saitual, Thangdawla Building, near Hnema point. Saitual District"
Mizoram,Serchhip,Lalsiampuii,0-9862087758,dcpsserchhip[at]gmail[dot]com,"PC Lalthankima Building, IOC Veng, Serchhip, 796181"
Nagaland,Dimapur,Avika Zhimomi,91-9856240195,dcpudmr[at]gmail[dot]com,"District child protection unit,Lane-8 B-khel, Diphuphar ,4th mile Dimapur, Nagaland ."
Nagaland,Kiphire,NS Khaikho,91-9615186192,kiphiredcps[at]gmail[dot]com,District Child Protection Unit Kiphire
Nagaland,Kohima,Sekho Dawhuo,91-9436009202,kohimadcps[at]gmail[dot]com,Officers hill near SP office Kohima Nagaland 797001
Nagaland,Longleng,Ketobu vitsu,0-9863941295,longlengdcps[at]gmail[dot]com,DCPU Longleng High School Ward Longleng HQ Pin code- 798625.
Nagaland,Mokokchung,Samuel Kapu,91-7005158568,mokokchungdcps[at]gmail[dot]com,Sangtemla ward Mokokchung Nagaland
Nagaland,Mon,Sevehu Chuzho,0-8787783676,mondcps[at]gmail[dot]com,District child protection unit mon Walo ward Pincode-798621
Nagaland,Peren,Pikato E Tuccu,91-8837287345,dcpuperen[at]yahoo[dot]co[dot]in,District Child Protection Unit Kepeuzang Junction Peren Nagaland-797101
Nagaland,Phek,Povezo Puro,91-9436000344,phekdcpu[at]gmail[dot]com,"District Child Protection Unit Phek,Phek town near town hall"
Nagaland,Tuensang,YANGTHRIBA SANGTAM,91-8787837724,Dcputuensang[at]gmail[dot]com,DCPU Tuensang Nagaland
Nagaland,Wokha,Mary Swuro,91-9612445366,wokhadcps[at]gmail[dot]com,district child protection unit wokha nagaland 797111
Nagaland,Zunheboto,Ruzonuo Rita Rutsa,0-8575949233,zunhebotodcpu[at]gmail[dot]com,District Child Protection unit Zunheboto below SP Office D.C Hill colony.
ODISHA,Anugul,GOURI SANKAR BEHERA,91-6764230329,dcpuangul[at]gmail[dot]com,Collectorate Campus Red Cross Building District Child Protection Unit Pin-759122 PO-ANGUL. DIST-ANGUL.
ODISHA,Balangir,DCPOBalangir,66-231886,dcpu[dot]balangir[at]gmail[dot]com,District Child Protection Unit Infront of Collectorate Balangir
ODISHA,Baleshwar,Mrs Devangana Barik DCPO,6782-262407,dcpo[dot]balasore[dot]od[at]nic[dot]in,District Child Protection Unit Collectorate Balasore
ODISHA,Bargarh,PO NIC,6646-233440,dcpo[dot]bargarh[dot]od[at]nic[dot]in,"District Child Protection Unit ,Red Cross Bhawan, Collectorate, Bargarh ,Odisha,Pin-768028"
ODISHA,Bhadrak,DCPO,6784-250185,dcpo[dot]bhadrak[dot]od[at]nic[dot]in,"DCPU, Collectorate Campus, New Building, First Floor, Bhadrak, Pin-756100"
ODISHA,Boudh,RAHUL PRADHAN,68-41222444,dcpo[dot]boudh[dot]od[at]nic[dot]in,District Child Protection Unit Old Collect orate 1st Floor pin-762014 Dist-Boudh
